 ######################################################################
 #Data for Case=          16
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05   10001       328  1.79999995E+00  2.03075785E+00  1.66677017E+00  4.31027266E-02  1.11991760E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/U_AVG	
  4.64047940E-01  1.08211522E+00
  4.64171426E-01  1.08205586E+00
  4.64294924E-01  1.08199649E+00
  4.64418434E-01  1.08193712E+00
  4.64541957E-01  1.08187772E+00
  4.64665492E-01  1.08181833E+00
  4.64789039E-01  1.08175891E+00
  4.64912599E-01  1.08169949E+00
  4.65036171E-01  1.08164005E+00
  4.65159756E-01  1.08158061E+00
  4.65283352E-01  1.08152115E+00
  4.65406962E-01  1.08146169E+00
  4.65530583E-01  1.08140221E+00
  4.65654217E-01  1.08134272E+00
  4.65777864E-01  1.08128322E+00
  4.65901522E-01  1.08122371E+00
  4.66025193E-01  1.08116418E+00
  4.66148877E-01  1.08110465E+00
  4.66272572E-01  1.08104510E+00
  4.66396281E-01  1.08098555E+00
  4.66520001E-01  1.08092598E+00
  4.66643734E-01  1.08086641E+00
  4.66767479E-01  1.08080681E+00
  4.66891237E-01  1.08074722E+00
  4.67015007E-01  1.08068760E+00
  4.67138789E-01  1.08062798E+00
  4.67262584E-01  1.08056835E+00
  4.67386391E-01  1.08050871E+00
  4.67510211E-01  1.08044905E+00
  4.67634043E-01  1.08038938E+00
  4.67757887E-01  1.08032970E+00
  4.67881744E-01  1.08027002E+00
  4.68005613E-01  1.08021031E+00
  4.68129494E-01  1.08015061E+00
  4.68253388E-01  1.08009088E+00
  4.68377294E-01  1.08003115E+00
  4.68501213E-01  1.07997140E+00
  4.68625144E-01  1.07991165E+00
  4.68749087E-01  1.07985188E+00
  4.68873043E-01  1.07979210E+00
  4.68997011E-01  1.07973231E+00
  4.69120992E-01  1.07967252E+00
  4.69244985E-01  1.07961270E+00
  4.69368990E-01  1.07955288E+00
  4.69493008E-01  1.07949305E+00
  4.69617038E-01  1.07943320E+00
  4.69741081E-01  1.07937334E+00
  4.69865136E-01  1.07931348E+00
  4.69989203E-01  1.07925360E+00
  4.70113283E-01  1.07919371E+00
  4.70237375E-01  1.07913381E+00
  4.70361480E-01  1.07907390E+00
  4.70485597E-01  1.07901398E+00
  4.70609727E-01  1.07895405E+00
  4.70733869E-01  1.07889410E+00
  4.70858023E-01  1.07883415E+00
  4.70982190E-01  1.07877417E+00
  4.71106369E-01  1.07871420E+00
  4.71230560E-01  1.07865421E+00
  4.71354764E-01  1.07859421E+00
  4.71478981E-01  1.07853419E+00
  4.71603209E-01  1.07847418E+00
  4.71727451E-01  1.07841414E+00
  4.71851704E-01  1.07835410E+00
  4.71975970E-01  1.07829404E+00
  4.72100249E-01  1.07823397E+00
  4.72224540E-01  1.07817389E+00
  4.72348843E-01  1.07811380E+00
  4.72473159E-01  1.07805370E+00
  4.72597487E-01  1.07799359E+00
  4.72721828E-01  1.07793346E+00
  4.72846181E-01  1.07787333E+00
  4.72970547E-01  1.07781318E+00
  4.73094925E-01  1.07775303E+00
  4.73219315E-01  1.07769286E+00
  4.73343718E-01  1.07763268E+00
  4.73468133E-01  1.07757249E+00
  4.73592561E-01  1.07751229E+00
  4.73717001E-01  1.07745207E+00
  4.73841454E-01  1.07739185E+00
  4.73965919E-01  1.07733161E+00
  4.74090396E-01  1.07727137E+00
  4.74214886E-01  1.07721111E+00
  4.74339389E-01  1.07715085E+00
  4.74463904E-01  1.07709056E+00
  4.74588431E-01  1.07703027E+00
  4.74712971E-01  1.07696997E+00
  4.74837523E-01  1.07690966E+00
  4.74962088E-01  1.07684933E+00
  4.75086665E-01  1.07678900E+00
  4.75211254E-01  1.07672865E+00
  4.75335856E-01  1.07666829E+00
  4.75460471E-01  1.07660792E+00
  4.75585098E-01  1.07654754E+00
  4.75709737E-01  1.07648715E+00
  4.75834389E-01  1.07642675E+00
  4.75959054E-01  1.07636633E+00
  4.76083730E-01  1.07630591E+00
  4.76208420E-01  1.07624546E+00
  4.76333121E-01  1.07618502E+00
  4.76457836E-01  1.07612456E+00
  4.76582562E-01  1.07606409E+00
  4.76707302E-01  1.07600360E+00
  4.76832053E-01  1.07594312E+00
  4.76956817E-01  1.07588261E+00
  4.77081594E-01  1.07582210E+00
  4.77206383E-01  1.07576156E+00
  4.77331185E-01  1.07570103E+00
  4.77455999E-01  1.07564048E+00
  4.77580825E-01  1.07557992E+00
  4.77705664E-01  1.07551935E+00
  4.77830516E-01  1.07545877E+00
  4.77955380E-01  1.07539817E+00
  4.78080256E-01  1.07533757E+00
  4.78205145E-01  1.07527695E+00
  4.78330047E-01  1.07521632E+00
  4.78454961E-01  1.07515568E+00
  4.78579887E-01  1.07509503E+00
  4.78704826E-01  1.07503437E+00
  4.78829778E-01  1.07497370E+00
  4.78954742E-01  1.07491301E+00
  4.79079718E-01  1.07485232E+00
  4.79204707E-01  1.07479161E+00
  4.79329708E-01  1.07473089E+00
  4.79454722E-01  1.07467016E+00
  4.79579749E-01  1.07460942E+00
  4.79704788E-01  1.07454867E+00
  4.79829839E-01  1.07448791E+00
  4.79954903E-01  1.07442713E+00
  4.80079979E-01  1.07436635E+00
  4.80205068E-01  1.07430555E+00
  4.80330170E-01  1.07424474E+00
  4.80455284E-01  1.07418392E+00
  4.80580410E-01  1.07412309E+00
  4.80705549E-01  1.07406224E+00
  4.80830701E-01  1.07400139E+00
  4.80955865E-01  1.07394053E+00
  4.81081041E-01  1.07387965E+00
  4.81206230E-01  1.07381876E+00
  4.81331432E-01  1.07375787E+00
  4.81456646E-01  1.07369695E+00
  4.81581873E-01  1.07363604E+00
  4.81707112E-01  1.07357510E+00
  4.81832364E-01  1.07351416E+00
  4.81957628E-01  1.07345320E+00
  4.82082905E-01  1.07339224E+00
  4.82208194E-01  1.07333126E+00
  4.82333496E-01  1.07327027E+00
  4.82458810E-01  1.07320927E+00
  4.82584137E-01  1.07314826E+00
  4.82709476E-01  1.07308723E+00
  4.82834828E-01  1.07302620E+00
  4.82960193E-01  1.07296515E+00
  4.83085570E-01  1.07290410E+00
  4.83210959E-01  1.07284303E+00
  4.83336361E-01  1.07278195E+00
  4.83461776E-01  1.07272086E+00
  4.83587203E-01  1.07265976E+00
  4.83712643E-01  1.07259864E+00
  4.83838095E-01  1.07253752E+00
  4.83963560E-01  1.07247638E+00
  4.84089037E-01  1.07241524E+00
  4.84214527E-01  1.07235408E+00
  4.84340029E-01  1.07229291E+00
  4.84465544E-01  1.07223172E+00
  4.84591072E-01  1.07217053E+00
  4.84716612E-01  1.07210933E+00
  4.84842164E-01  1.07204811E+00
  4.84967730E-01  1.07198688E+00
  4.85093307E-01  1.07192565E+00
  4.85218898E-01  1.07186440E+00
  4.85344501E-01  1.07180314E+00
  4.85470116E-01  1.07174186E+00
  4.85595744E-01  1.07168058E+00
  4.85721385E-01  1.07161928E+00
  4.85847038E-01  1.07155798E+00
  4.85972703E-01  1.07149666E+00
  4.86098382E-01  1.07143533E+00
  4.86224073E-01  1.07137399E+00
  4.86349776E-01  1.07131264E+00
  4.86475492E-01  1.07125128E+00
  4.86601220E-01  1.07118990E+00
  4.86726962E-01  1.07112852E+00
  4.86852715E-01  1.07106712E+00
  4.86978481E-01  1.07100571E+00
  4.87104260E-01  1.07094429E+00
  4.87230052E-01  1.07088286E+00
  4.87355856E-01  1.07082142E+00
  4.87481672E-01  1.07075996E+00
  4.87607501E-01  1.07069850E+00
  4.87733343E-01  1.07063702E+00
  4.87859198E-01  1.07057553E+00
  4.87985064E-01  1.07051403E+00
  4.88110944E-01  1.07045252E+00
  4.88236836E-01  1.07039100E+00
  4.88362741E-01  1.07032947E+00
  4.88488658E-01  1.07026792E+00
  4.88614588E-01  1.07020636E+00
  4.88740530E-01  1.07014479E+00
  4.88866485E-01  1.07008322E+00
  4.88992453E-01  1.07002162E+00
  4.89118433E-01  1.06996002E+00
  4.89244426E-01  1.06989841E+00
  4.89370432E-01  1.06983679E+00
  4.89496450E-01  1.06977515E+00
  4.89622480E-01  1.06971350E+00
  4.89748524E-01  1.06965184E+00
  4.89874579E-01  1.06959017E+00
  4.90000648E-01  1.06952849E+00
  4.90126729E-01  1.06946680E+00
  4.90252823E-01  1.06940509E+00
  4.90378929E-01  1.06934337E+00
  4.90505048E-01  1.06928164E+00
  4.90631179E-01  1.06921991E+00
  4.90757323E-01  1.06915815E+00
  4.90883480E-01  1.06909640E+00
  4.91009650E-01  1.06903462E+00
  4.91135832E-01  1.06897284E+00
  4.91262026E-01  1.06891104E+00
  4.91388233E-01  1.06884923E+00
  4.91514453E-01  1.06878741E+00
  4.91640686E-01  1.06872558E+00
  4.91766931E-01  1.06866374E+00
  4.91893188E-01  1.06860189E+00
  4.92019459E-01  1.06854002E+00
  4.92145742E-01  1.06847815E+00
  4.92272037E-01  1.06841626E+00
  4.92398346E-01  1.06835436E+00
  4.92524666E-01  1.06829245E+00
  4.92651000E-01  1.06823053E+00
  4.92777346E-01  1.06816859E+00
  4.92903705E-01  1.06810665E+00
  4.93030076E-01  1.06804469E+00
  4.93156460E-01  1.06798272E+00
  4.93282857E-01  1.06792074E+00
  4.93409266E-01  1.06785875E+00
  4.93535688E-01  1.06779675E+00
  4.93662123E-01  1.06773474E+00
  4.93788570E-01  1.06767271E+00
  4.93915030E-01  1.06761067E+00
  4.94041502E-01  1.06754862E+00
  4.94167988E-01  1.06748657E+00
  4.94294485E-01  1.06742449E+00
  4.94420996E-01  1.06736241E+00
  4.94547519E-01  1.06730032E+00
  4.94674055E-01  1.06723821E+00
  4.94800603E-01  1.06717609E+00
  4.94927164E-01  1.06711397E+00
  4.95053738E-01  1.06705182E+00
  4.95180324E-01  1.06698968E+00
  4.95306924E-01  1.06692751E+00
  4.95433535E-01  1.06686534E+00
  4.95560160E-01  1.06680315E+00
  4.95686797E-01  1.06674096E+00
  4.95813446E-01  1.06667874E+00
  4.95940109E-01  1.06661653E+00
  4.96066784E-01  1.06655429E+00
  4.96193472E-01  1.06649205E+00
  4.96320172E-01  1.06642979E+00
  4.96446885E-01  1.06636753E+00
  4.96573611E-01  1.06630525E+00
  4.96700349E-01  1.06624296E+00
  4.96827100E-01  1.06618066E+00
  4.96953864E-01  1.06611835E+00
  4.97080640E-01  1.06605602E+00
  4.97207429E-01  1.06599369E+00
  4.97334231E-01  1.06593134E+00
  4.97461046E-01  1.06586898E+00
  4.97587873E-01  1.06580661E+00
  4.97714713E-01  1.06574423E+00
  4.97841565E-01  1.06568184E+00
  4.97968430E-01  1.06561944E+00
  4.98095308E-01  1.06555702E+00
  4.98222199E-01  1.06549459E+00
  4.98349102E-01  1.06543215E+00
  4.98476018E-01  1.06536970E+00
  4.98602947E-01  1.06530724E+00
  4.98729888E-01  1.06524477E+00
  4.98856842E-01  1.06518228E+00
  4.98983809E-01  1.06511978E+00
  4.99110788E-01  1.06505727E+00
  4.99237780E-01  1.06499476E+00
  4.99364785E-01  1.06493222E+00
  4.99491803E-01  1.06486968E+00
  4.99618833E-01  1.06480712E+00
  4.99745876E-01  1.06474456E+00
  4.99872932E-01  1.06468198E+00
  5.00000000E-01  1.06461939E+00
  5.00127068E-01  1.06457059E+00
  5.00254124E-01  1.06451751E+00
  5.00381167E-01  1.06446580E+00
  5.00508197E-01  1.06441365E+00
  5.00635215E-01  1.06436164E+00
  5.00762220E-01  1.06430957E+00
  5.00889212E-01  1.06425752E+00
  5.01016191E-01  1.06420545E+00
  5.01143158E-01  1.06415339E+00
  5.01270112E-01  1.06410131E+00
  5.01397053E-01  1.06404924E+00
  5.01523982E-01  1.06399716E+00
  5.01650898E-01  1.06394507E+00
  5.01777801E-01  1.06389298E+00
  5.01904692E-01  1.06384088E+00
  5.02031570E-01  1.06378878E+00
  5.02158435E-01  1.06373668E+00
  5.02285287E-01  1.06368457E+00
  5.02412127E-01  1.06363245E+00
  5.02538954E-01  1.06358033E+00
  5.02665769E-01  1.06352821E+00
  5.02792571E-01  1.06347608E+00
  5.02919360E-01  1.06342395E+00
  5.03046136E-01  1.06337181E+00
  5.03172900E-01  1.06331967E+00
  5.03299651E-01  1.06326752E+00
  5.03426389E-01  1.06321537E+00
  5.03553115E-01  1.06316321E+00
  5.03679828E-01  1.06311105E+00
  5.03806528E-01  1.06305889E+00
  5.03933216E-01  1.06300672E+00
  5.04059891E-01  1.06295454E+00
  5.04186554E-01  1.06290236E+00
  5.04313203E-01  1.06285018E+00
  5.04439840E-01  1.06279799E+00
  5.04566465E-01  1.06274580E+00
  5.04693076E-01  1.06269360E+00
  5.04819676E-01  1.06264140E+00
  5.04946262E-01  1.06258919E+00
  5.05072836E-01  1.06253698E+00
  5.05199397E-01  1.06248476E+00
  5.05325945E-01  1.06243254E+00
  5.05452481E-01  1.06238032E+00
  5.05579004E-01  1.06232809E+00
  5.05705515E-01  1.06227585E+00
  5.05832012E-01  1.06222361E+00
  5.05958498E-01  1.06217137E+00
  5.06084970E-01  1.06211912E+00
  5.06211430E-01  1.06206687E+00
  5.06337877E-01  1.06201461E+00
  5.06464312E-01  1.06196235E+00
  5.06590734E-01  1.06191008E+00
  5.06717143E-01  1.06185781E+00
  5.06843540E-01  1.06180554E+00
  5.06969924E-01  1.06175326E+00
  5.07096295E-01  1.06170097E+00
  5.07222654E-01  1.06164868E+00
  5.07349000E-01  1.06159639E+00
  5.07475334E-01  1.06154409E+00
  5.07601654E-01  1.06149179E+00
  5.07727963E-01  1.06143948E+00
  5.07854258E-01  1.06138717E+00
  5.07980541E-01  1.06133486E+00
  5.08106812E-01  1.06128254E+00
  5.08233069E-01  1.06123021E+00
  5.08359314E-01  1.06117788E+00
  5.08485547E-01  1.06112555E+00
  5.08611767E-01  1.06107321E+00
  5.08737974E-01  1.06102086E+00
  5.08864168E-01  1.06096852E+00
  5.08990350E-01  1.06091616E+00
  5.09116520E-01  1.06086381E+00
  5.09242677E-01  1.06081145E+00
  5.09368821E-01  1.06075908E+00
  5.09494952E-01  1.06070671E+00
  5.09621071E-01  1.06065434E+00
  5.09747177E-01  1.06060196E+00
  5.09873271E-01  1.06054957E+00
  5.09999352E-01  1.06049718E+00
  5.10125421E-01  1.06044479E+00
  5.10251476E-01  1.06039239E+00
  5.10377520E-01  1.06033999E+00
  5.10503550E-01  1.06028759E+00
  5.10629568E-01  1.06023518E+00
  5.10755574E-01  1.06018276E+00
  5.10881567E-01  1.06013034E+00
  5.11007547E-01  1.06007792E+00
  5.11133515E-01  1.06002549E+00
  5.11259470E-01  1.05997306E+00
  5.11385412E-01  1.05992062E+00
  5.11511342E-01  1.05986818E+00
  5.11637259E-01  1.05981573E+00
  5.11763164E-01  1.05976328E+00
  5.11889056E-01  1.05971083E+00
  5.12014936E-01  1.05965837E+00
  5.12140802E-01  1.05960590E+00
  5.12266657E-01  1.05955343E+00
  5.12392499E-01  1.05950096E+00
  5.12518328E-01  1.05944848E+00
  5.12644144E-01  1.05939600E+00
  5.12769948E-01  1.05934352E+00
  5.12895740E-01  1.05929103E+00
  5.13021519E-01  1.05923853E+00
  5.13147285E-01  1.05918603E+00
  5.13273038E-01  1.05913353E+00
  5.13398780E-01  1.05908102E+00
  5.13524508E-01  1.05902851E+00
  5.13650224E-01  1.05897599E+00
  5.13775927E-01  1.05892347E+00
  5.13901618E-01  1.05887094E+00
  5.14027297E-01  1.05881841E+00
  5.14152962E-01  1.05876588E+00
  5.14278615E-01  1.05871334E+00
  5.14404256E-01  1.05866080E+00
  5.14529884E-01  1.05860825E+00
  5.14655499E-01  1.05855570E+00
  5.14781102E-01  1.05850314E+00
  5.14906693E-01  1.05845058E+00
  5.15032270E-01  1.05839801E+00
  5.15157836E-01  1.05834544E+00
  5.15283388E-01  1.05829287E+00
  5.15408928E-01  1.05824029E+00
  5.15534456E-01  1.05818771E+00
  5.15659971E-01  1.05813512E+00
  5.15785473E-01  1.05808253E+00
  5.15910963E-01  1.05802993E+00
  5.16036440E-01  1.05797733E+00
  5.16161905E-01  1.05792473E+00
  5.16287357E-01  1.05787212E+00
  5.16412797E-01  1.05781951E+00
  5.16538224E-01  1.05776689E+00
  5.16663639E-01  1.05771427E+00
  5.16789041E-01  1.05766164E+00
  5.16914430E-01  1.05760901E+00
  5.17039807E-01  1.05755638E+00
  5.17165172E-01  1.05750374E+00
  5.17290524E-01  1.05745109E+00
  5.17415863E-01  1.05739844E+00
  5.17541190E-01  1.05734579E+00
  5.17666504E-01  1.05729314E+00
  5.17791806E-01  1.05724047E+00
  5.17917095E-01  1.05718781E+00
  5.18042372E-01  1.05713514E+00
  5.18167636E-01  1.05708247E+00
  5.18292888E-01  1.05702979E+00
  5.18418127E-01  1.05697711E+00
  5.18543354E-01  1.05692442E+00
  5.18668568E-01  1.05687173E+00
  5.18793770E-01  1.05681903E+00
  5.18918959E-01  1.05676633E+00
  5.19044135E-01  1.05671363E+00
  5.19169299E-01  1.05666092E+00
  5.19294451E-01  1.05660821E+00
  5.19419590E-01  1.05655549E+00
  5.19544716E-01  1.05650277E+00
  5.19669830E-01  1.05645004E+00
  5.19794932E-01  1.05639731E+00
  5.19920021E-01  1.05634458E+00
  5.20045097E-01  1.05629184E+00
  5.20170161E-01  1.05623910E+00
  5.20295212E-01  1.05618635E+00
  5.20420251E-01  1.05613360E+00
  5.20545278E-01  1.05608085E+00
  5.20670292E-01  1.05602809E+00
  5.20795293E-01  1.05597532E+00
  5.20920282E-01  1.05592256E+00
  5.21045258E-01  1.05586978E+00
  5.21170222E-01  1.05581701E+00
  5.21295174E-01  1.05576423E+00
  5.21420113E-01  1.05571144E+00
  5.21545039E-01  1.05565865E+00
  5.21669953E-01  1.05560586E+00
  5.21794855E-01  1.05555306E+00
  5.21919744E-01  1.05550026E+00
  5.22044620E-01  1.05544745E+00
  5.22169484E-01  1.05539464E+00
  5.22294336E-01  1.05534183E+00
  5.22419175E-01  1.05528901E+00
  5.22544001E-01  1.05523618E+00
  5.22668815E-01  1.05518336E+00
  5.22793617E-01  1.05513052E+00
  5.22918406E-01  1.05507769E+00
  5.23043183E-01  1.05502485E+00
  5.23167947E-01  1.05497200E+00
  5.23292698E-01  1.05491915E+00
  5.23417438E-01  1.05486630E+00
  5.23542164E-01  1.05481344E+00
  5.23666879E-01  1.05476058E+00
  5.23791580E-01  1.05470772E+00
  5.23916270E-01  1.05465485E+00
  5.24040946E-01  1.05460197E+00
  5.24165611E-01  1.05454910E+00
  5.24290263E-01  1.05449621E+00
  5.24414902E-01  1.05444333E+00
  5.24539529E-01  1.05439044E+00
  5.24664144E-01  1.05433754E+00
  5.24788746E-01  1.05428464E+00
  5.24913335E-01  1.05423174E+00
  5.25037912E-01  1.05417883E+00
  5.25162477E-01  1.05412592E+00
  5.25287029E-01  1.05407300E+00
  5.25411569E-01  1.05402008E+00
  5.25536096E-01  1.05396716E+00
  5.25660611E-01  1.05391423E+00
  5.25785114E-01  1.05386130E+00
  5.25909604E-01  1.05380836E+00
  5.26034081E-01  1.05375542E+00
  5.26158546E-01  1.05370248E+00
  5.26282999E-01  1.05364953E+00
  5.26407439E-01  1.05359657E+00
  5.26531867E-01  1.05354362E+00
  5.26656282E-01  1.05349065E+00
  5.26780685E-01  1.05343769E+00
  5.26905075E-01  1.05338472E+00
  5.27029453E-01  1.05333174E+00
  5.27153819E-01  1.05327877E+00
  5.27278172E-01  1.05322578E+00
  5.27402513E-01  1.05317280E+00
  5.27526841E-01  1.05311981E+00
  5.27651157E-01  1.05306681E+00
  5.27775460E-01  1.05301381E+00
  5.27899751E-01  1.05296081E+00
  5.28024030E-01  1.05290780E+00
  5.28148296E-01  1.05285479E+00
  5.28272549E-01  1.05280177E+00
  5.28396791E-01  1.05274876E+00
  5.28521019E-01  1.05269573E+00
  5.28645236E-01  1.05264270E+00
  5.28769440E-01  1.05258967E+00
  5.28893631E-01  1.05253664E+00
  5.29017810E-01  1.05248359E+00
  5.29141977E-01  1.05243055E+00
  5.29266131E-01  1.05237750E+00
  5.29390273E-01  1.05232445E+00
  5.29514403E-01  1.05227139E+00
  5.29638520E-01  1.05221833E+00
  5.29762625E-01  1.05216527E+00
  5.29886717E-01  1.05211220E+00
  5.30010797E-01  1.05205912E+00
  5.30134864E-01  1.05200605E+00
  5.30258919E-01  1.05195297E+00
  5.30382962E-01  1.05189988E+00
  5.30506992E-01  1.05184679E+00
  5.30631010E-01  1.05179370E+00
  5.30755015E-01  1.05174060E+00
  5.30879008E-01  1.05168750E+00
  5.31002989E-01  1.05163439E+00
  5.31126957E-01  1.05158128E+00
  5.31250913E-01  1.05152817E+00
  5.31374856E-01  1.05147505E+00
  5.31498787E-01  1.05142193E+00
  5.31622706E-01  1.05136880E+00
  5.31746612E-01  1.05131567E+00
  5.31870506E-01  1.05126254E+00
  5.31994387E-01  1.05120940E+00
  5.32118256E-01  1.05115625E+00
  5.32242113E-01  1.05110311E+00
  5.32365957E-01  1.05104996E+00
  5.32489789E-01  1.05099680E+00
  5.32613609E-01  1.05094364E+00
  5.32737416E-01  1.05089048E+00
  5.32861211E-01  1.05083731E+00
  5.32984993E-01  1.05078414E+00
  5.33108763E-01  1.05073097E+00
  5.33232521E-01  1.05067779E+00
  5.33356266E-01  1.05062460E+00
  5.33479999E-01  1.05057142E+00
  5.33603719E-01  1.05051823E+00
  5.33727428E-01  1.05046503E+00
  5.33851123E-01  1.05041183E+00
  5.33974807E-01  1.05035863E+00
  5.34098478E-01  1.05030542E+00
  5.34222136E-01  1.05025221E+00
  5.34345783E-01  1.05019899E+00
  5.34469417E-01  1.05014577E+00
  5.34593038E-01  1.05009255E+00
  5.34716648E-01  1.05003932E+00
  5.34840244E-01  1.04998609E+00
  5.34963829E-01  1.04993285E+00
  5.35087401E-01  1.04987961E+00
  5.35210961E-01  1.04982637E+00
  5.35334508E-01  1.04977312E+00
  5.35458043E-01  1.04971987E+00
  5.35581566E-01  1.04966661E+00
  5.35705076E-01  1.04961335E+00
  5.35828574E-01  1.04956009E+00
  5.35952060E-01  1.04950682E+00
  5.36075533E-01  1.04945355E+00
  5.36198994E-01  1.04940027E+00
  5.36322443E-01  1.04934699E+00
  5.36445879E-01  1.04929371E+00
  5.36569303E-01  1.04924042E+00
  5.36692715E-01  1.04918713E+00
  5.36816114E-01  1.04913383E+00
  5.36939501E-01  1.04908053E+00
  5.37062876E-01  1.04902723E+00
  5.37186238E-01  1.04897392E+00
  5.37309588E-01  1.04892061E+00
  5.37432925E-01  1.04886729E+00
  5.37556251E-01  1.04881397E+00
  5.37679564E-01  1.04876065E+00
  5.37802864E-01  1.04870732E+00
  5.37926152E-01  1.04865399E+00
  5.38049428E-01  1.04860065E+00
  5.38172692E-01  1.04854731E+00
  5.38295943E-01  1.04849397E+00
  5.38419182E-01  1.04844062E+00
  5.38542409E-01  1.04838727E+00
  5.38665623E-01  1.04833391E+00
  5.38788825E-01  1.04828056E+00
  5.38912015E-01  1.04822719E+00
  5.39035192E-01  1.04817382E+00
  5.39158357E-01  1.04812045E+00
  5.39281510E-01  1.04806708E+00
  5.39404650E-01  1.04801370E+00
  5.39527778E-01  1.04796031E+00
  5.39650894E-01  1.04790692E+00
  5.39773997E-01  1.04785353E+00
  5.39897089E-01  1.04780014E+00
  5.40020167E-01  1.04774674E+00
  5.40143234E-01  1.04769333E+00
  5.40266288E-01  1.04763993E+00
  5.40389330E-01  1.04758652E+00
  5.40512360E-01  1.04753310E+00
  5.40635377E-01  1.04747968E+00
  5.40758382E-01  1.04742626E+00
  5.40881375E-01  1.04737283E+00
  5.41004355E-01  1.04731940E+00
  5.41127323E-01  1.04726596E+00
  5.41250279E-01  1.04721253E+00
  5.41373223E-01  1.04715908E+00
  5.41496154E-01  1.04710564E+00
  5.41619073E-01  1.04705219E+00
  5.41741979E-01  1.04699873E+00
  5.41864874E-01  1.04694527E+00
  5.41987756E-01  1.04689181E+00
  5.42110626E-01  1.04683834E+00
  5.42233483E-01  1.04678487E+00
  5.42356328E-01  1.04673140E+00
  5.42479161E-01  1.04667792E+00
  5.42601982E-01  1.04662444E+00
  5.42724790E-01  1.04657095E+00
  5.42847586E-01  1.04651746E+00
  5.42970370E-01  1.04646397E+00
  5.43093142E-01  1.04641047E+00
  5.43215901E-01  1.04635697E+00
  5.43338648E-01  1.04630346E+00
  5.43461383E-01  1.04624995E+00
  5.43584105E-01  1.04619644E+00
  5.43706815E-01  1.04614292E+00
  5.43829513E-01  1.04608940E+00
  5.43952199E-01  1.04603587E+00
  5.44074872E-01  1.04598234E+00
  5.44197533E-01  1.04592881E+00
  5.44320182E-01  1.04587527E+00
  5.44442819E-01  1.04582173E+00
  5.44565443E-01  1.04576819E+00
  5.44688055E-01  1.04571464E+00
  5.44810655E-01  1.04566109E+00
  5.44933242E-01  1.04560753E+00
  5.45055817E-01  1.04555397E+00
  5.45178380E-01  1.04550040E+00
  5.45300931E-01  1.04544683E+00
  5.45423470E-01  1.04539326E+00
  5.45545996E-01  1.04533969E+00
  5.45668510E-01  1.04528611E+00
  5.45791012E-01  1.04523252E+00
  5.45913501E-01  1.04517893E+00
  5.46035978E-01  1.04512534E+00
  5.46158443E-01  1.04507175E+00
  5.46280896E-01  1.04501815E+00
  5.46403337E-01  1.04496454E+00
  5.46525765E-01  1.04491094E+00
  5.46648181E-01  1.04485733E+00
  5.46770585E-01  1.04480371E+00
  5.46892976E-01  1.04475009E+00
  5.47015355E-01  1.04469647E+00
  5.47137722E-01  1.04464284E+00
  5.47260077E-01  1.04458921E+00
  5.47382420E-01  1.04453558E+00
  5.47504750E-01  1.04448194E+00
  5.47627068E-01  1.04442830E+00
  5.47749374E-01  1.04437465E+00
  5.47871668E-01  1.04432100E+00
  5.47993949E-01  1.04426735E+00
  5.48116218E-01  1.04421369E+00
  5.48238475E-01  1.04416003E+00
  5.48360720E-01  1.04410636E+00
  5.48482953E-01  1.04405269E+00
  5.48605173E-01  1.04399902E+00
  5.48727381E-01  1.04394534E+00
  5.48849577E-01  1.04389166E+00
  5.48971760E-01  1.04383798E+00
  5.49093932E-01  1.04378429E+00
  5.49216091E-01  1.04373059E+00
  5.49338238E-01  1.04367690E+00
  5.49460373E-01  1.04362320E+00
  5.49582495E-01  1.04356949E+00
  5.49704606E-01  1.04351579E+00
  5.49826704E-01  1.04346207E+00
  5.49948790E-01  1.04340836E+00
  5.50070864E-01  1.04335464E+00
  5.50192925E-01  1.04330092E+00
  5.50314974E-01  1.04324719E+00
  5.50437011E-01  1.04319346E+00
  5.50559036E-01  1.04313972E+00
  5.50681049E-01  1.04308598E+00
  5.50803050E-01  1.04303224E+00
  5.50925038E-01  1.04297849E+00
  5.51047014E-01  1.04292474E+00
  5.51168978E-01  1.04287099E+00
  5.51290930E-01  1.04281723E+00
  5.51412869E-01  1.04276347E+00
  5.51534796E-01  1.04270970E+00
  5.51656712E-01  1.04265593E+00
  5.51778615E-01  1.04260216E+00
  5.51900505E-01  1.04254838E+00
  5.52022384E-01  1.04249460E+00
  5.52144250E-01  1.04244082E+00
  5.52266104E-01  1.04238703E+00
  5.52387946E-01  1.04233324E+00
  5.52509776E-01  1.04227944E+00
  5.52631594E-01  1.04222564E+00
  5.52753399E-01  1.04217184E+00
  5.52875193E-01  1.04211803E+00
  5.52996974E-01  1.04206422E+00
  5.53118743E-01  1.04201040E+00
  5.53240499E-01  1.04195658E+00
  5.53362244E-01  1.04190276E+00
  5.53483976E-01  1.04184893E+00
  5.53605696E-01  1.04179510E+00
  5.53727405E-01  1.04174127E+00
  5.53849100E-01  1.04168743E+00
  5.53970784E-01  1.04163359E+00
  5.54092456E-01  1.04157974E+00
  5.54214115E-01  1.04152589E+00
  5.54335762E-01  1.04147203E+00
  5.54457397E-01  1.04141818E+00
  5.54579020E-01  1.04136432E+00
  5.54700631E-01  1.04131045E+00
