 ######################################################################
 #Data for Case=           3
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      2242  1.28400002E+01  1.30459351E+01  7.98839294E+00  3.81034099E-01  2.17050659E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  4.52948718E-01  6.19111999E-01
  4.53969272E-01  6.19351434E-01
  4.54989929E-01  6.19590765E-01
  4.56010687E-01  6.19830003E-01
  4.57031547E-01  6.20069137E-01
  4.58052510E-01  6.20308178E-01
  4.59073574E-01  6.20547117E-01
  4.60094741E-01  6.20785961E-01
  4.61116010E-01  6.21024703E-01
  4.62137381E-01  6.21263352E-01
  4.63158854E-01  6.21501898E-01
  4.64180429E-01  6.21740350E-01
  4.65202107E-01  6.21978702E-01
  4.66223887E-01  6.22216958E-01
  4.67245768E-01  6.22455114E-01
  4.68267752E-01  6.22693174E-01
  4.69289839E-01  6.22931134E-01
  4.70312027E-01  6.23168999E-01
  4.71334318E-01  6.23406764E-01
  4.72356710E-01  6.23644432E-01
  4.73379206E-01  6.23882002E-01
  4.74401803E-01  6.24119475E-01
  4.75424503E-01  6.24356849E-01
  4.76447305E-01  6.24594125E-01
  4.77470209E-01  6.24831303E-01
  4.78493215E-01  6.25068384E-01
  4.79516324E-01  6.25305366E-01
  4.80539535E-01  6.25542251E-01
  4.81562849E-01  6.25779037E-01
  4.82586264E-01  6.26015725E-01
  4.83609782E-01  6.26252314E-01
  4.84633403E-01  6.26488805E-01
  4.85657126E-01  6.26725198E-01
  4.86680951E-01  6.26961492E-01
  4.87704879E-01  6.27197688E-01
  4.88728909E-01  6.27433784E-01
  4.89753041E-01  6.27669782E-01
  4.90777276E-01  6.27905682E-01
  4.91801613E-01  6.28141482E-01
  4.92826053E-01  6.28377183E-01
  4.93850595E-01  6.28612785E-01
  4.94875240E-01  6.28848288E-01
  4.95899987E-01  6.29083692E-01
  4.96924836E-01  6.29318996E-01
  4.97949788E-01  6.29554200E-01
  4.98974843E-01  6.29789305E-01
  5.00000000E-01  6.30024311E-01
  5.01025157E-01  6.30259193E-01
  5.02050212E-01  6.30493928E-01
  5.03075164E-01  6.30728516E-01
  5.04100013E-01  6.30962958E-01
  5.05124760E-01  6.31197252E-01
  5.06149405E-01  6.31431400E-01
  5.07173947E-01  6.31665400E-01
  5.08198387E-01  6.31899254E-01
  5.09222724E-01  6.32132961E-01
